EmployeeID,DateOfHire,DateOfBirth,Gender,Department,JobTitle,EmploymentStatus,SupervisorID,SupervisorName,SupervisorLevel,ProjectsAssigned,ProjectsCompleted,PerformanceRating,Salary,Bonus,YearsAtCompany,YearsInCurrentRole,TrainingHours,OvertimeHours,Absences,HireSource,EmployeeEngagementScore,TerminationDate,ReasonForLeaving,LastPromotionDate,SeniorLeader,TeamSize,PromotionCount,WorkFromHomeDays,PerformanceImprovementPlan,YearsSinceLastTraining,JobSatisfactionScore,RetentionRisk,DiversityCategory,SkillsAssessmentScore,RecruitmentCost,TimeToFillPosition,InternalPromotion,WorkHoursPerWeek,StressLevelScore
93,14-02-2019,24-01-1990,Male,Marketing,"Accountant, chartered public finance",On Leave,797,William Johnston,VP,16,0,4,77770.86,9662.26,4,10,73,26,9,Referral,4.84,,,,Thomas G,27,4,16,No,0,3.9,High,Non-Diverse,91.92,1637.13,36,No,42,5.78
94,10-07-2019,30-06-1967,Male,IT,Speech and language therapist,On Leave,797,Katherine White,VP,5,8,4,52918.15,11704.84,1,8,87,48,8,Walk-in,2.09,,,,Thomas G,7,1,15,Yes,3,3.34,Low,Non-Diverse,51.75,5628.15,26,No,47,4.38
95,02-04-2024,28-11-1990,Non-Binary,Sales,Probation officer,On Leave,350,Robert Huff,Director,0,11,2,91547.48,10733.5,7,5,100,46,13,Recruiter,2.39,,,,Patrick,46,3,13,Yes,4,1.79,High,Diverse,81.62,4697.38,34,No,50,6.22
96,04-02-2019,26-02-1976,Female,HR,Equality and diversity officer,Terminated,208,Andrew Olson,VP,10,7,4,105837.26,15371.49,6,0,39,12,8,Walk-in,1.92,20-12-2022,Retirement,,Patrick,25,1,7,Yes,3,3.11,Low,Diverse,62.85,2182.01,58,Yes,38,9.52
97,22-03-2021,14-06-1959,Non-Binary,IT,"Research officer, trade union",On Leave,442,Jennifer Eaton,VP,16,4,2,30459.8,4136.05,3,3,32,20,0,Recruiter,2.14,,,01-01-2022,Thomas G,42,1,9,Yes,2,3.91,High,Diverse,86.46,5048.17,10,Yes,38,1.07
98,21-02-2019,05-09-1984,Male,Finance,Sports coach,Terminated,201,Kenneth Gonzalez,Manager,11,10,3,64320.5,10756.1,7,2,34,41,14,Referral,2.33,15-03-2020,Resignation,02-01-2020,Patrick,31,0,18,No,0,4.11,Low,Non-Diverse,69.86,9158.53,42,No,33,4.56
99,07-04-2021,24-06-1993,Male,Marketing,Biomedical scientist,On Leave,211,Ashley Jackson,Director,17,5,4,69834.38,5537.97,1,10,80,31,6,Recruiter,1.84,,,,Thomas G,33,0,7,Yes,0,3.01,Medium,Diverse,90.23,5969.93,45,Yes,31,8.37
100,13-08-2020,27-07-2001,Male,Sales,Homeopath,Active,485,Amber Hamilton,VP,6,13,4,89845.73,1419.03,5,1,98,2,10,Recruiter,3.72,,,,Patrick,12,5,10,No,2,2.58,Low,Non-Diverse,96.28,4748.75,38,Yes,48,6.31
101,01-12-2018,18-07-2002,Female,HR,Radio broadcast assistant,Active,640,Michael Moses,Director,4,11,5,53718.8,1059.56,2,9,43,13,18,Walk-in,4.24,,,13-09-2024,Patrick,6,0,4,No,4,3.87,Low,Diverse,55.51,1950.75,36,Yes,46,4.08
102,04-05-2020,12-08-1964,Female,Finance,Applications developer,Terminated,15,Sheila Cherry,Manager,20,5,2,81427.27,4079.5,0,2,64,17,15,Recruiter,1.3,31-07-2021,None,27-07-2020,Thomas G,14,1,14,No,1,2.8,High,Non-Diverse,57.7,4048.47,51,Yes,37,7.81
103,26-02-2018,09-02-1994,Female,Finance,"Designer, furniture",On Leave,726,Cody Cochran,Manager,20,10,2,68895.75,9655.96,2,8,36,44,1,Job Board,4.44,,,15-09-2021,Patrick,15,1,14,Yes,5,3.8,Low,Non-Diverse,61.38,9608.98,47,No,47,9.95
104,05-12-2016,03-07-1995,Male,HR,Corporate investment banker,On Leave,524,Heather Cunningham,VP,16,1,2,47167.52,18822.11,10,9,54,7,16,Referral,2.11,,,,Patrick,19,0,15,Yes,2,3.71,Low,Diverse,52.49,6894.5,6,No,39,2.03
105,19-05-2021,24-05-1964,Male,Sales,Equities trader,Terminated,167,Lisa Gutierrez,Manager,16,16,2,117012.81,13434.41,10,9,47,23,0,Recruiter,3.02,07-02-2023,None,,Arun S,44,1,8,Yes,0,4.31,Low,Non-Diverse,80.8,7915.06,14,Yes,60,7.13
106,06-11-2024,21-01-1981,Non-Binary,Sales,"Doctor, hospital",Terminated,298,Kenneth Bailey,Manager,16,13,2,93803.2,13836.68,2,7,11,15,13,Referral,3.01,27-11-2024,Resignation,24-01-2025,Arun S,32,1,15,Yes,4,3.07,Low,Non-Diverse,94.2,9065.47,13,Yes,50,9.02
107,05-08-2022,02-08-1969,Female,IT,Commercial horticulturist,Terminated,450,Samantha Schroeder,Manager,6,8,5,73769.74,4868.09,0,9,49,0,11,Walk-in,1.42,07-08-2024,Resignation,,Patrick,41,2,15,Yes,1,4.69,Low,Non-Diverse,68.43,7584.64,43,Yes,50,1.67
108,31-01-2018,23-09-1961,Female,Finance,Meteorologist,On Leave,596,Craig Reid,Manager,17,1,2,96679.07,377.63,3,8,73,3,13,Referral,4.45,,,,Thomas G,8,4,18,No,1,1.83,High,Diverse,51.48,6325.11,38,Yes,36,2.2
109,18-04-2022,21-12-1997,Female,Finance,Race relations officer,On Leave,951,Steven Cummings,Director,0,8,1,86401.4,12890.52,0,1,24,30,17,Job Board,3.11,,,,Patrick,39,5,10,Yes,0,2.17,High,Non-Diverse,87.02,6568.54,21,Yes,39,4.92
110,01-04-2020,22-04-1964,Male,Sales,"Accountant, chartered certified",Terminated,209,Vanessa Christensen,VP,20,12,5,109580.46,55.15,2,5,55,28,17,Job Board,1.41,15-02-2023,None,15-02-2024,Arun S,27,5,1,Yes,1,2.46,High,Diverse,83.82,1894.37,5,No,48,8.14
111,03-08-2024,06-09-1988,Female,IT,Musician,Terminated,630,Kristen Reese,Director,15,9,2,49493.01,5246.39,1,5,65,32,9,Referral,2.15,08-08-2024,Retirement,,Patrick,30,1,5,No,4,1.73,High,Diverse,64.29,1480.66,10,Yes,42,6.81
112,17-10-2019,20-08-1972,Male,Sales,"Administrator, arts",On Leave,366,Summer Sharp,VP,4,12,4,70796.93,19610.15,1,7,36,41,0,Job Board,4.51,,,05-07-2022,Thomas G,49,2,2,No,1,4.99,Low,Diverse,98.36,3865.15,49,Yes,33,6.73
113,05-04-2017,26-02-1992,Non-Binary,HR,Immigration officer,Active,676,Robert Torres,VP,18,15,2,89405.35,18897.19,6,6,72,3,10,Referral,2.44,,,,Thomas G,40,3,0,Yes,4,3.79,Low,Non-Diverse,97.47,2457.49,31,Yes,41,6.33
114,15-08-2023,08-08-1979,Male,HR,Hydrographic surveyor,Active,828,Jonathan Moore,Manager,14,0,2,38431.61,1960.02,2,4,69,50,14,Recruiter,2.7,,,02-04-2024,Arun S,14,5,19,Yes,3,2.37,High,Diverse,66.38,1581.4,41,No,30,2.6
115,29-10-2017,29-01-1967,Female,IT,Patent attorney,On Leave,484,James Harper,Director,15,17,1,50080.6,7670.51,3,3,55,44,5,Job Board,1.02,,,,Patrick,45,5,2,Yes,0,2.18,Medium,Diverse,97.65,3031.15,28,No,51,6.39
116,02-11-2020,21-11-1999,Non-Binary,Marketing,Radio producer,Active,165,Mr. Eric Garcia,VP,13,16,2,68754.73,10787.43,4,0,20,31,12,Job Board,3.98,,,,Patrick,10,3,12,Yes,2,4.81,High,Diverse,62.63,5165.58,17,No,35,9.63
117,26-02-2017,17-11-1966,Female,Finance,Sports development officer,Terminated,477,Christopher Anderson,Manager,13,5,3,64088.01,8543.09,9,0,93,42,7,Job Board,2.38,06-06-2023,Layoff,31-05-2018,Arun S,43,5,16,No,3,2.39,Low,Diverse,76.18,1111.38,36,No,42,9.54
118,18-12-2023,22-03-1969,Non-Binary,Marketing,"Accountant, chartered",Terminated,396,Shannon Mercado,VP,12,4,3,96542.35,2943.34,10,5,69,33,2,Recruiter,2.4,14-04-2024,Resignation,,Arun S,12,4,2,No,5,3.67,Medium,Non-Diverse,82.66,5071.05,33,Yes,55,9.83
119,28-02-2015,22-02-1967,Female,HR,Banker,Active,209,Brandon Christensen,Manager,9,16,5,33940.07,11419.78,2,5,71,12,1,Recruiter,3.26,,,,Arun S,44,3,12,No,2,2.43,Low,Non-Diverse,51.49,1557.63,10,Yes,48,9.12
120,07-02-2023,27-05-1975,Non-Binary,HR,Financial manager,On Leave,725,Shawn Rice,Director,17,9,2,117504.26,17735.19,9,5,9,38,13,Walk-in,2.68,,,,Thomas G,11,5,1,Yes,5,2.34,Medium,Non-Diverse,93.76,7348.34,5,Yes,36,3.9
121,22-07-2024,28-03-1972,Female,IT,Sub,On Leave,536,Amber Wolfe,VP,0,8,3,82503.51,19199.21,6,5,17,40,0,Walk-in,2.45,,,,Thomas G,40,3,6,Yes,3,1.9,High,Non-Diverse,96.92,6166.15,39,No,44,2.31
122,18-05-2017,16-05-1979,Female,IT,Pharmacologist,Terminated,150,Angelica Stewart,VP,3,3,2,44693.01,8726.25,2,5,73,35,17,Walk-in,1.83,05-07-2020,None,12-11-2020,Patrick,22,5,5,No,3,3.96,Medium,Diverse,67.49,8454.66,30,No,51,2.76
123,24-08-2016,21-02-1964,Non-Binary,HR,"Scientist, audiological",Active,578,Sarah Johnson,Director,1,17,2,48454.48,3879.82,1,5,23,10,19,Referral,1.81,,,06-01-2017,Arun S,15,4,7,Yes,5,4.5,Low,Non-Diverse,74.7,4159.26,26,Yes,55,8.91
124,21-06-2015,08-02-2001,Non-Binary,Marketing,Trading standards officer,Terminated,515,Molly Johnson,VP,13,11,5,105109.83,1165.3,1,7,61,43,3,Job Board,1.73,26-09-2020,None,30-05-2023,Thomas G,43,5,6,Yes,5,3.11,Medium,Diverse,79.44,4895.29,45,No,45,8.87
125,06-07-2022,08-01-1977,Male,IT,Clinical cytogeneticist,Terminated,333,Donald Mullen,Manager,1,13,2,51324.93,15779.08,4,8,57,13,19,Referral,2.31,23-03-2024,Layoff,,Patrick,33,2,0,Yes,4,4.75,Low,Non-Diverse,72.59,1595.56,28,No,45,7.96
126,20-08-2019,25-06-1999,Male,Finance,Charity officer,On Leave,268,Sarah Mcdonald,VP,18,18,1,76645.62,14275.32,8,4,77,31,16,Job Board,4.84,,,10-08-2024,Patrick,47,0,5,Yes,4,4.38,Low,Non-Diverse,80.83,2761.18,41,No,34,5.8
127,25-05-2017,30-01-1983,Male,IT,General practice doctor,Terminated,777,Tracey Myers,VP,12,10,3,42669.21,7463.52,9,10,21,30,14,Referral,4.09,10-03-2018,Layoff,12-09-2017,Arun S,14,5,13,No,5,2.53,Medium,Diverse,50.13,1228.23,24,Yes,36,6.17
128,04-09-2024,04-06-1970,Male,Marketing,"Scientist, research (life sciences)",Active,60,Dana Phillips,VP,13,20,2,101661.02,12789.58,4,6,71,46,16,Referral,2.31,,,18-10-2024,Thomas G,32,1,9,Yes,1,4.91,Medium,Diverse,78.42,8362.33,55,Yes,48,9.76
129,25-12-2018,19-07-1970,Non-Binary,Sales,Chief Executive Officer,Terminated,275,Mr. Jeffrey Deleon,VP,12,5,4,53550.75,13840.86,0,7,52,10,13,Recruiter,4.02,12-05-2024,None,,Arun S,8,3,13,No,4,2.31,Medium,Diverse,96.07,6145.8,55,Yes,45,5.63
130,23-08-2017,20-07-1990,Male,IT,Manufacturing engineer,Active,945,Amanda Hill,VP,5,15,3,49641.33,18477.91,1,3,44,41,4,Recruiter,3.74,,,17-03-2020,Arun S,17,5,4,Yes,2,4.07,Low,Non-Diverse,92.63,8983.01,25,No,42,4.82
131,22-11-2017,07-06-1977,Female,IT,Research scientist (physical sciences),On Leave,940,Garrett Mcdowell,VP,10,20,2,70781.41,5880.69,8,4,46,10,4,Walk-in,2.73,,,,Thomas G,23,4,17,No,1,4.23,High,Non-Diverse,89.53,1070.41,9,Yes,54,1.25
132,05-11-2024,05-07-1988,Female,IT,Health service manager,Active,693,Kari Wolf,VP,9,15,3,112003.26,3248.75,6,9,54,7,12,Walk-in,1.65,,,13-11-2024,Arun S,43,2,6,No,2,2.52,High,Non-Diverse,88.45,6696.84,43,No,37,7
133,02-07-2023,02-08-1971,Female,HR,"Horticulturist, commercial",Terminated,518,Rachel Lee,Manager,17,3,2,95069.04,17804.11,4,3,47,6,3,Job Board,3.53,08-08-2024,Resignation,,Thomas G,12,1,11,Yes,4,1.82,Medium,Non-Diverse,90.13,9222.37,30,No,41,2.56
134,28-11-2018,23-04-1978,Male,IT,"Pilot, airline",Active,883,Chelsea Williams,Manager,2,2,4,83702.07,16831.81,5,2,44,39,16,Walk-in,4.47,,,31-03-2019,Arun S,44,4,8,No,4,3.56,High,Diverse,62.32,9873.65,30,Yes,51,9.96
135,13-05-2022,08-09-1960,Male,Sales,Field seismologist,Active,90,Amber Guzman,VP,10,19,2,76658.43,3484.28,4,9,77,31,12,Job Board,4.78,,,21-01-2024,Arun S,11,3,0,Yes,2,4.96,Low,Diverse,72.32,6531.13,49,No,42,6.71
136,21-08-2016,24-11-1972,Non-Binary,Marketing,Waste management officer,Terminated,992,Bethany Gallegos,VP,8,6,3,105906.48,4864.44,10,2,45,17,15,Walk-in,2.74,15-11-2017,Retirement,16-01-2023,Patrick,7,1,13,No,0,3.89,High,Diverse,73.23,9887.82,59,No,56,3.77
137,04-03-2022,23-01-2000,Non-Binary,IT,Cartographer,On Leave,569,Matthew Gregory,Director,12,13,1,56460.16,15933.53,8,10,33,16,7,Recruiter,4.07,,,04-06-2023,Thomas G,47,1,14,No,4,3.76,Medium,Non-Diverse,73.78,5929.69,46,Yes,56,3.1
138,10-09-2023,24-03-1998,Female,HR,Tax inspector,Terminated,698,Jeffrey George,Manager,0,14,1,69281.48,2884.57,1,3,6,26,1,Job Board,3.36,24-12-2023,None,,Patrick,45,1,19,No,3,4.71,High,Non-Diverse,74.05,6335.98,35,No,56,7.64
139,07-10-2022,08-01-1973,Female,Marketing,Museum/gallery exhibitions officer,Active,776,Wanda Reed,Director,20,3,1,89644.54,11449.1,6,1,29,13,2,Walk-in,1.84,,,,Arun S,30,2,13,No,2,3.29,Low,Diverse,63.3,6121.33,13,Yes,43,2.19
140,17-12-2022,13-02-1999,Non-Binary,IT,Paramedic,On Leave,989,Mary Goodwin,VP,11,6,3,89536.8,14523.69,9,3,9,49,10,Walk-in,3.24,,,23-11-2023,Thomas G,21,3,5,Yes,3,3.92,Low,Non-Diverse,75.53,7121.94,32,No,50,9.09
141,20-04-2022,17-03-1991,Female,Finance,"Production assistant, television",Active,377,Suzanne Reese,Manager,2,7,4,51801.58,2135.14,9,3,8,27,14,Job Board,3.72,,,05-11-2023,Arun S,8,0,13,No,4,3.37,High,Non-Diverse,54.6,9250.28,16,No,41,1.15
142,06-10-2024,26-06-1978,Male,Marketing,Theatre director,Terminated,98,Laurie Guzman,Director,10,5,4,114317.68,5211.57,5,3,58,39,9,Referral,3.96,09-11-2024,Retirement,,Arun S,11,0,18,No,1,3.91,Medium,Diverse,87.63,8785.22,5,No,40,8.86
143,27-03-2023,23-03-1994,Non-Binary,IT,Higher education careers adviser,Active,781,Roger Noble,Director,9,14,2,110139.2,5253.12,3,0,5,44,18,Recruiter,2.68,,,15-04-2023,Patrick,44,4,14,Yes,1,2.7,Low,Non-Diverse,97.26,2609.14,15,No,59,5.49
144,12-06-2021,02-02-1977,Non-Binary,HR,Technical author,Active,179,Stephanie Wright,Manager,9,7,5,88292.15,201.16,6,0,56,3,6,Referral,4.39,,,09-06-2022,Arun S,50,2,10,Yes,4,3.27,Low,Non-Diverse,99.88,3250.75,42,No,36,6.19
145,26-06-2024,02-12-1983,Female,IT,"Engineer, maintenance",On Leave,207,Deborah Cook,Manager,16,4,5,62432.47,6562.33,5,1,67,12,11,Referral,2.7,,,28-10-2024,Thomas G,36,3,8,Yes,0,3.55,Low,Non-Diverse,54.73,8038.9,53,Yes,55,6.61
146,14-10-2024,12-12-1985,Non-Binary,IT,"Buyer, industrial",Active,728,Kellie Brown,VP,15,20,3,107678.91,9261.56,9,1,12,22,18,Job Board,2.77,,,,Arun S,28,0,12,Yes,0,4.84,High,Diverse,95.96,8288.48,6,No,41,9.87
147,09-06-2022,29-06-1992,Male,HR,Medical sales representative,Active,185,Emily Bennett,Manager,14,1,2,114101.32,13926.03,7,0,47,13,9,Walk-in,4.82,,,,Thomas G,10,2,13,Yes,0,1.15,High,Diverse,91.52,3299.25,11,Yes,35,3.88
148,10-06-2020,24-07-1961,Male,Finance,Printmaker,Terminated,212,Daniel Campbell,Director,12,4,1,82385.67,8930.82,3,1,85,24,11,Job Board,2.05,18-01-2025,Resignation,07-12-2022,Patrick,45,1,12,Yes,5,1.18,Low,Diverse,74.94,4479.92,28,No,43,5.96
149,25-01-2018,27-08-2001,Non-Binary,Marketing,Aid worker,Active,247,Laura Lawson,Director,3,13,1,51371.42,17566.54,6,6,73,10,8,Referral,4.99,,,,Patrick,11,2,0,Yes,3,4.21,Medium,Non-Diverse,84.81,5025.48,52,Yes,46,8.63
150,29-10-2017,18-06-1968,Non-Binary,Finance,"Psychologist, clinical",Terminated,911,Elizabeth Torres,VP,10,20,2,49898.9,4422.11,7,2,90,2,20,Walk-in,4.08,09-07-2023,Layoff,,Arun S,20,0,16,No,1,4.32,Low,Non-Diverse,96.61,7348.64,19,No,42,4.74
151,03-06-2019,17-09-1987,Female,IT,Oncologist,Terminated,73,Austin Rivers,Manager,1,6,2,33534.67,4824.55,0,4,29,16,10,Recruiter,4.05,05-05-2023,None,12-03-2024,Arun S,24,3,18,Yes,1,3.46,High,Non-Diverse,92.12,7745.64,9,Yes,51,4.69
152,08-05-2015,08-02-1960,Male,Sales,Nature conservation officer,Terminated,242,Thomas Miller,VP,18,18,1,31989.46,2093,9,10,77,4,15,Walk-in,2.81,06-07-2016,None,26-05-2015,Arun S,27,0,0,No,2,2.76,Medium,Diverse,93.8,3152.35,11,Yes,37,1.71
153,20-04-2021,25-07-1986,Female,IT,"Production assistant, radio",On Leave,128,Tyler Ross,VP,4,1,1,47669.74,8196.23,5,5,1,8,0,Walk-in,2.25,,,,Arun S,30,2,3,No,0,1.14,High,Non-Diverse,93.63,5664.33,9,No,42,6.92
154,01-06-2016,23-09-1967,Male,Sales,"Designer, ceramics/pottery",On Leave,77,Krista Jackson,Manager,1,12,1,114417.15,473,10,3,14,24,14,Walk-in,1.02,,,28-12-2022,Arun S,5,1,2,Yes,5,2.23,Low,Non-Diverse,92.79,1701.1,36,No,33,8.15
155,03-05-2021,07-09-1972,Female,IT,Cytogeneticist,Active,529,Timothy Patton,VP,3,8,2,118847.33,13065,10,3,19,50,15,Walk-in,4.49,,,,Patrick,30,5,3,Yes,5,4.16,Medium,Diverse,73.62,8287.25,11,Yes,48,5.79
156,21-11-2023,09-02-1972,Female,HR,"Designer, ceramics/pottery",On Leave,626,Colleen Walsh,VP,1,11,1,98484.29,18336.09,4,8,21,34,16,Job Board,4.73,,,,Patrick,42,5,15,No,2,3.94,High,Diverse,58.49,6694.77,27,Yes,34,7.96
157,13-08-2018,24-10-1991,Male,Finance,Broadcast presenter,Active,873,Adam Castro,Manager,17,11,1,56924.95,14341.68,1,0,25,48,4,Recruiter,3.88,,,,Arun S,32,4,10,No,0,2.62,High,Non-Diverse,69.71,7850.36,41,Yes,40,7.61
158,31-12-2016,27-12-1983,Female,Marketing,"Scientist, audiological",Terminated,311,Steven Gill,Director,10,2,3,91358.91,1367.47,2,8,84,36,11,Job Board,3.35,20-07-2019,Resignation,,Thomas G,49,5,1,Yes,1,1.38,Low,Diverse,64.31,6573.91,10,No,50,7.17
159,26-02-2017,25-10-1984,Male,Marketing,"Teacher, special educational needs",On Leave,662,James Greene,Director,4,6,1,40742.68,8941.21,2,9,81,34,1,Walk-in,2.6,,,,Patrick,26,0,11,Yes,0,1.6,Low,Non-Diverse,72.41,7479.69,35,No,45,9.69
160,04-09-2017,08-04-1977,Non-Binary,Sales,Fisheries officer,On Leave,218,Kimberly Hart,VP,10,2,5,111749.94,16104.25,6,2,53,50,14,Walk-in,2.82,,,11-03-2020,Arun S,11,0,1,Yes,2,4.61,Medium,Diverse,68.02,5957.26,30,Yes,43,4.16
161,01-01-2017,09-12-1972,Female,IT,Patent attorney,Active,900,Daniel Williams,Manager,10,4,4,30237.94,12014.06,7,0,87,23,16,Job Board,1.79,,,08-07-2023,Thomas G,26,2,6,No,4,3.41,High,Diverse,79.04,7817.06,31,No,57,2.11
162,06-07-2017,10-10-1996,Non-Binary,Sales,Chartered public finance accountant,On Leave,340,John Castillo,Director,19,2,5,48388.83,5660.91,7,1,1,16,15,Walk-in,1.71,,,,Patrick,41,5,14,No,0,4.39,High,Non-Diverse,79.73,6553.83,18,Yes,60,5.57
163,17-03-2015,14-07-1992,Non-Binary,HR,Intelligence analyst,Terminated,975,David Allison,Director,7,2,4,54233.53,15109.84,6,4,89,30,0,Job Board,2.63,06-02-2017,None,29-07-2019,Thomas G,25,5,20,Yes,5,2.62,High,Non-Diverse,87.55,8866.99,52,No,34,6.89
164,23-02-2023,08-03-1986,Female,HR,"Surveyor, building",Active,85,Stephen Ho,VP,6,2,5,92569.42,3800.74,5,8,52,25,17,Job Board,3.86,,,10-03-2023,Arun S,50,2,8,No,1,4.29,High,Diverse,66.6,9400.88,8,No,33,2.45
165,14-08-2015,01-02-1993,Non-Binary,IT,Mining engineer,On Leave,704,Anthony Nelson,Director,13,5,1,74056.05,2676.35,2,6,66,20,20,Referral,3.08,,,,Patrick,46,0,2,No,1,1.65,Low,Non-Diverse,85.88,3928.69,31,Yes,52,1.36
166,10-12-2017,12-11-1970,Non-Binary,Finance,"Investment banker, corporate",On Leave,667,Paul Cooley,Director,1,2,3,107610.73,12771.74,1,9,67,29,11,Recruiter,2.3,,,16-07-2023,Patrick,43,3,18,No,3,3.32,Medium,Diverse,70.93,7017.5,59,No,57,4.1
167,25-05-2015,06-09-1974,Female,Sales,English as a second language teacher,Active,528,Mrs. Angela Thomas DDS,Manager,1,19,4,56634.68,5158.82,7,10,87,42,13,Referral,1.89,,,,Arun S,10,1,1,No,4,1.72,Low,Non-Diverse,85.1,9709.73,52,Yes,45,5.39
168,11-07-2017,13-10-1989,Male,Finance,Games developer,Terminated,956,Amanda Price,VP,18,6,4,115022.86,10332.41,2,10,95,43,18,Job Board,2.74,28-01-2019,Resignation,,Patrick,34,2,3,Yes,2,2.23,Low,Diverse,92.52,3708.42,14,Yes,43,6.93
169,15-04-2022,02-11-1967,Male,HR,Interpreter,Active,27,Christian Cardenas,Director,5,5,2,52199.63,16703.74,6,0,13,4,6,Walk-in,3.42,,,07-11-2022,Patrick,17,4,1,No,2,1.47,Low,Non-Diverse,86.21,4107.94,44,Yes,42,5.52
170,09-10-2024,23-05-1982,Non-Binary,HR,Materials engineer,Terminated,392,Sarah Taylor,VP,18,5,1,73799.88,18770.71,1,10,81,46,8,Recruiter,1.49,04-12-2024,Resignation,,Arun S,47,0,1,No,4,2.29,Medium,Diverse,51.21,7712.64,17,Yes,55,9.93
171,17-08-2017,03-05-1996,Male,Finance,Financial planner,Terminated,484,Keith Perez,VP,3,5,4,89301.95,11557.64,3,9,22,8,17,Recruiter,3.65,17-10-2022,Retirement,,Thomas G,28,5,3,Yes,5,3.63,Low,Diverse,84.72,3438.58,43,No,50,9.9
172,07-12-2017,02-09-1989,Male,HR,Contracting civil engineer,On Leave,740,Vanessa Johnson,VP,1,9,3,37496.4,3331.8,4,3,72,31,14,Referral,1.65,,,05-08-2018,Arun S,49,1,12,Yes,5,4.68,Low,Diverse,51.5,6152.72,30,No,47,3.66
173,12-01-2025,13-05-1981,Male,Marketing,Consulting civil engineer,Active,891,Joel Griffin,Director,3,14,1,56051.03,14288.53,2,0,59,49,11,Job Board,4.31,,,,Patrick,6,3,20,No,5,3.22,Medium,Diverse,56.65,7915.2,19,No,50,6.73
174,28-11-2016,21-08-2006,Female,IT,Customer service manager,On Leave,553,Matthew Little,Manager,16,6,2,64144.11,9279.8,9,6,65,25,8,Recruiter,1.72,,,01-11-2024,Arun S,18,4,17,Yes,2,1.03,High,Diverse,99.32,3454.66,21,No,50,3.04
175,11-02-2020,26-09-1978,Male,Marketing,"Surveyor, minerals",On Leave,284,Maria Gill,Director,2,18,1,59551.03,2889.54,2,0,41,43,11,Referral,4.72,,,,Patrick,43,5,19,Yes,2,1.3,Low,Diverse,79.43,7386.29,52,No,51,5.72
176,17-05-2020,25-04-1986,Female,IT,"Solicitor, Scotland",On Leave,949,Janet Woods,Manager,4,13,5,77918.78,6811.07,7,4,28,25,19,Referral,1.61,,,,Arun S,16,3,20,No,2,2.13,Medium,Non-Diverse,65.46,1898.45,50,No,37,9.39
177,09-05-2019,21-05-1973,Non-Binary,Sales,"Research officer, political party",Active,758,Michael Lee,Manager,9,1,3,79192.97,11438.28,6,0,20,27,1,Job Board,3.46,,,10-04-2024,Thomas G,49,4,3,No,4,3.1,High,Diverse,80.81,7343.82,51,No,40,7.74
178,08-06-2017,16-08-1964,Non-Binary,Marketing,"Lecturer, further education",On Leave,615,Jerome Burgess,Director,13,2,4,81621.15,3824.78,0,9,58,2,6,Job Board,1.6,,,,Thomas G,15,3,6,Yes,1,3.97,Low,Diverse,77.28,7249.69,33,No,37,3.89
179,03-08-2018,16-12-1960,Male,Marketing,"Buyer, retail",On Leave,141,Norma Orr,Manager,3,2,3,104611.15,3413.96,1,2,47,28,16,Walk-in,2.43,,,16-09-2022,Arun S,10,1,17,Yes,4,1.27,High,Diverse,95.56,5998.25,32,Yes,58,2.11
180,19-11-2015,07-11-1974,Male,Marketing,Insurance account manager,On Leave,989,Stacy Collins,Manager,19,13,4,38907.63,7737.6,4,5,43,35,10,Job Board,2.36,,,19-05-2018,Patrick,45,2,16,Yes,0,1.73,High,Diverse,93.19,5313.1,30,Yes,58,3.2
181,28-06-2023,15-12-1964,Female,HR,Garment/textile technologist,On Leave,628,Darren Gordon,VP,9,17,2,77842.87,293.1,3,3,26,43,1,Job Board,3.74,,,,Arun S,48,5,6,Yes,5,3.52,Medium,Non-Diverse,58.4,4964.51,57,Yes,43,3.44
182,10-02-2023,29-04-1989,Male,Finance,Passenger transport manager,Terminated,796,Angela Young,VP,17,15,4,43518.52,1137.09,9,2,26,43,5,Walk-in,3.55,14-03-2023,Resignation,,Patrick,43,1,5,No,4,4.33,Low,Diverse,57.46,1325.39,52,No,55,2.33
183,14-03-2015,17-06-2002,Male,Finance,International aid/development worker,Active,123,George Tyler,Manager,15,17,3,44334.99,2881.83,4,1,60,27,9,Recruiter,1.04,,,,Arun S,13,2,0,Yes,5,1.23,High,Non-Diverse,80.39,4789.63,13,Yes,35,8.84
184,27-02-2024,03-09-1964,Male,HR,"Engineer, materials",Active,516,Martin Acosta,Manager,4,2,5,43532.52,15766.98,1,6,58,26,12,Recruiter,4.24,,,,Arun S,36,2,7,No,0,4.77,Low,Non-Diverse,82.09,2500.24,30,Yes,33,8.51
185,09-09-2019,09-09-1997,Male,Finance,"Clinical scientist, histocompatibility and immunogenetics",On Leave,282,Travis Taylor,Director,16,16,4,106139.58,10335.96,8,8,55,34,0,Job Board,3.99,,,,Thomas G,11,3,14,Yes,1,3.24,High,Non-Diverse,77.62,3177.98,12,Yes,31,2.86
186,09-10-2023,08-03-1964,Male,HR,"Engineer, petroleum",Active,757,Mr. Julian Bartlett,Director,4,4,4,106574.89,3836.71,1,2,25,12,14,Recruiter,3.8,,,18-11-2023,Thomas G,8,5,4,No,3,3.48,High,Non-Diverse,52.91,8354.17,30,Yes,42,1.73
